ft_case_id,transaction_id,account_num,loss_dt,reported_dt,fraud_type_cd,gross_fraud_amt,merchant_credit_amt,net_fraud_amt,chargeback_amt,chargeback_cnt,total_transaction_cnt,external_status_desc,case_narrative,loss_type_desc
case_0000711,txn_00022607,acct_0000131,2026-02-20,2026-02-28,ATO,772.08,103.49,668.59,518.17,3,9,Fraud Confirmed - No Chargeback Filed,A $650 transaction flagged as suspicious in Chicago; found to be linked to a skimming device installed on an ATM.,Recovered
case_0000712,txn_00022631,acct_0003974,2026-03-08,2026-03-21,CTF,593.24,235.15,358.09,56.66,3,7,Confirmed Fraud - Chargeback Filed,"A $350 charge at a bar in the Bahamas was linked to a stolen card reported by a traveler from New York, who lost it during the trip.",Recovered
case_0000713,txn_00022668,acct_0004201,2026-03-16,2026-03-24,CNP,66.41,25.79,40.62,18.37,1,9,Suspicious Activity - Temporary Hold Placed,"Detected $1,800 worth of fraudulent travel bookings in Europe, linked to a first-party fraud case with multiple chargebacks.",Gross
case_0000714,txn_00022776,acct_0004500,2026-02-19,2026-02-23,LST,814.73,12.61,802.12,376.73,3,6,Suspicious Activity - Temporary Hold Placed,"Fraud alert in Russia; $2,800 stolen after an account takeover led to multiple unauthorized withdrawals.",Net
case_0000715,txn_00022782,acct_0004596,2026-03-25,2026-04-10,LST,151.81,60.34,91.47,31.8,3,8,Fraudulent Activity - Account Suspended,"A $350 charge at a bar in the Bahamas was linked to a stolen card reported by a traveler from New York, who lost it during the trip.",Net
case_0000716,txn_00022804,acct_0003450,2026-02-08,2026-02-08,CTF,104.86,46.9,57.96,85.81,0,2,Suspicious Activity - Temporary Hold Placed,"A $2,800 overseas charge from a counterfeit card in Dubai prompted an investigation into a local skimming operation.",Gross
case_0000717,txn_00022919,acct_0004680,2026-02-20,2026-02-20,CTF,344.24,141.69,202.55,48.79,1,2,Fraud Alert - Transaction Declined,"A cardholder in Italy found a $600 unauthorized charge at a local restaurant in New York, connected to a card reported lost while traveling.",Net
case_0000718,txn_00022974,acct_0000294,2026-03-11,2026-03-17,CNP,343.78,206,137.78,101.21,1,11,Confirmed Fraud - Refund Process Initiated,"A $4,600 purchase at a luxury retailer in London flagged as fraudulent; traced back to multiple compromised accounts in the area.",Recovered
case_0000719,txn_00022989,acct_0005000,2026-01-21,2026-02-04,LST,324.17,90.36,233.81,270.37,2,4,Fraud Suspected - Investigation Ongoing,"Account takeover in Australia; $1,500 spent on gaming subscriptions after the victim's email was hacked.",Gross
case_0000720,txn_00023064,acct_0003453,2026-01-21,2026-01-26,BUS,42.81,21.11,21.7,18.18,0,5,Fraud Suspected - Investigation Ongoing,A fraudulent charge of $600 at a clothing store in the UK was connected to a card reported lost by a customer from Florida.,Recovered
case_0000721,txn_00023084,acct_0004141,2026-02-19,2026-02-21,CTF,55.29,12.74,42.55,8.02,0,7,Confirmed Fraud - Chargeback Filed,"Flagged $200 charge for software subscription in the Philippines, linked to a compromised account in a recent global breach.",Recovered
case_0000722,txn_00023140,acct_0003720,2026-02-19,2026-02-22,ATO,31.08,14.57,16.51,6.26,0,9,Fraud Investigation - Awaiting Customer Response,"Identified suspicious $200 charge for online courses from a U.S. site, originating from a card reported compromised in a data leak.",Recovered
case_0000723,txn_00023163,acct_0001292,2026-02-03,2026-02-16,CTF,389.06,184.04,205.02,248.79,2,8,Fraudulent Transaction - Account Closed,"Found unauthorized $450 purchase of luxury handbags from a site in France, linked to a card involved in multiple overseas transactions.",Gross
case_0000724,txn_00023245,acct_0001323,2026-01-02,2026-01-15,ATO,153.56,69.28,84.28,68.48,2,3,Fraudulent Transaction - Account Closed,"A $950 transaction flagged in New Orleans, linked to a local skimming operation that affected several cardholders in the area.",Net
case_0000725,txn_00023362,acct_0002437,2026-01-20,2026-02-06,ATO,350.77,78.76,272.01,133.84,1,8,Fraud Case Resolved - Account Restored,"Investigated a $2,200 fraudulent purchase in Madrid, linked to counterfeit cards distributed through an underground network.",Gross
case_0000726,txn_00023373,acct_0001260,2026-01-19,2026-02-01,CNP,10.4,1.85,8.55,8.4,3,5,Fraud Confirmed - No Chargeback Filed,"A $1,200 purchase at a luxury goods website was flagged as fraudulent, linked to a stolen card reported by a resident in New York.",Recovered
case_0000727,txn_00023427,acct_0004629,2026-03-30,2026-04-12,LST,382.24,80.33,301.91,296.07,1,5,Fraudulent Transaction - Account Closed,"Detected a $3,200 overseas purchase from a counterfeit card in London, traced to an online data breach affecting multiple accounts.",Gross
case_0000728,txn_00023430,acct_0001621,2026-03-20,2026-03-20,CNP,189.43,7.47,181.96,98.34,0,3,Fraud Suspected - Investigation Ongoing,"Identified a $3,200 purchase of electronics in Brazil, linked to a bust-out operation using compromised personal information.",Gross
case_0000729,txn_00023532,acct_0003104,2026-03-28,2026-04-06,FPF,172.14,65.93,106.21,121.41,1,8,Fraud Review Completed - No Action Needed,"SIM swap case in Spain; $2,200 lost to fraudulent investment scheme after access gained to personal accounts.",Net
case_0000730,txn_00023590,acct_0002129,2026-03-20,2026-04-06,BUS,597.68,99.35,498.33,14.02,1,1,Potential Fraud - Customer Contacted,"A customer in Brazil flagged a $400 charge at a local supermarket as fraudulent, linked to a lost card reported during their travels.",Recovered
case_0000731,txn_00023658,acct_0004831,2026-03-31,2026-03-31,FPF,132.72,59.23,73.49,68.22,0,8,Fraud Alert - Transaction Declined,"A $1,100 transaction in Seattle was flagged as counterfeit; related to a skimming device discovered on a local ATM.",Net
case_0000732,txn_00023749,acct_0001071,2026-01-27,2026-02-09,FPF,171.58,72.43,99.15,69.56,2,5,Confirmed Fraud - Refund Process Initiated,"Flagged $200 charge for software subscription in the Philippines, linked to a compromised account in a recent global breach.",Recovered
case_0000733,txn_00023759,acct_0000406,2026-01-29,2026-02-07,FPF,44017.03,192.66,43824.37,9613.52,0,7,Fraudulent Activity - Account Suspended,"A $1,200 transaction flagged in Phoenix as suspicious; linked to skimming operations targeting tourists at local attractions.",Recovered
case_0000734,txn_00023982,acct_0003829,2026-01-24,2026-02-02,FPF,103.83,51.09,52.74,19.66,2,2,Potential Fraud - Customer Contacted,"A customer in New Jersey reported a lost card, later finding unauthorized charges totaling $400 at an online retailer based in Canada.",Net
case_0000735,txn_00023995,acct_0000955,2026-03-14,2026-03-26,FPF,116.99,66.02,50.97,76.2,1,4,Potential Fraud - Customer Contacted,"Investigation launched after a $3,600 overseas purchase in Hong Kong flagged as counterfeit; card traced back to a data breach.",Gross
case_0000736,txn_00024053,acct_0003087,2026-03-13,2026-03-16,FPF,436,73.16,362.84,167.2,3,1,Fraud Review Completed - No Action Needed,"Examined a $700 online gaming purchase in Canada, attributed to friendly fraud with multiple disputes from the cardholder.",Net
case_0000737,txn_00024079,acct_0004102,2026-01-04,2026-01-23,CTF,119.23,57.31,61.92,0.63,1,9,Fraud Investigation - Awaiting Customer Response,"A cardholder in Germany reported a lost card after noticing a $250 charge at a local bar in Miami, leading to an immediate alert.",Recovered
case_0000738,txn_00024156,acct_0000375,2026-01-06,2026-01-12,CTF,68.82,15.55,53.27,9.56,2,1,Fraudulent Transaction - Account Closed,"After losing their card, a customer in Florida found unauthorized charges totaling $500 at multiple stores in Mexico within 48 hours.",Recovered
case_0000739,txn_00024189,acct_0001296,2026-03-02,2026-03-21,BUS,920.81,465.13,455.68,745.76,2,4,Fraudulent Activity - Account Suspended,"A $1,200 transaction flagged in Phoenix as suspicious; linked to skimming operations targeting tourists at local attractions.",Net
case_0000740,txn_00024197,acct_0003050,2026-03-06,2026-03-19,CNP,218,47.92,170.08,151.01,0,5,Suspicious Activity - Temporary Hold Placed,"Identified a $2,200 purchase of tech gadgets in Singapore, connected to a bust-out operation using fake documentation.",Gross
case_0000741,txn_00024208,acct_0004632,2026-03-07,2026-03-15,LST,78.39,29.2,49.19,17.13,0,2,Fraudulent Transaction - Account Closed,"SIM swap incident in the Netherlands; $3,500 withdrawn from ATMs after victim's phone number was hijacked.",Gross
case_0000742,txn_00024217,acct_0002103,2026-03-19,2026-04-05,FPF,132.42,17.08,115.34,6.16,0,3,Fraud Investigation - Awaiting Customer Response,"After losing their card in Italy, a customer found a $300 charge at a local cafe in New York flagged as fraudulent.",Recovered
case_0000743,txn_00024219,acct_0003681,2026-03-11,2026-03-15,ATO,197.45,21.59,175.86,102.94,3,7,Fraudulent Transaction - Account Closed,"A $3,500 overseas purchase in Tokyo traced back to a counterfeit card, linked to a phishing scheme targeting travelers.",Gross
case_0000744,txn_00024252,acct_0000932,2026-02-18,2026-03-02,BUS,132.01,40.55,91.46,59.19,0,6,Fraudulent Activity - Account Suspended,"Flagged $200 charge for software subscription in the Philippines, linked to a compromised account in a recent global breach.",Recovered
case_0000745,txn_00024283,acct_0000530,2026-03-11,2026-03-17,CNP,60.39,31.02,29.37,20.05,3,2,Fraud Alert - Transaction Declined,A $650 transaction flagged as suspicious in Chicago; found to be linked to a skimming device installed on an ATM.,Recovered
case_0000746,txn_00024337,acct_0004677,2026-02-17,2026-03-03,CNP,177.98,40.41,137.57,44.79,2,1,Fraud Case Resolved - Account Restored,The investigation revealed a $500 transaction at a retail store in Mexico was made with a stolen card reported lost by a traveler from Texas.,Recovered
case_0000747,txn_00024353,acct_0004343,2026-03-12,2026-03-22,LST,50.39,29.9,20.49,5.61,0,9,Potential Fraud - Customer Contacted,"A $1,100 transaction in Melbourne confirmed as fraudulent; linked to a skimming device found at a popular shopping precinct.",Net
case_0000748,txn_00024384,acct_0000425,2026-02-18,2026-02-22,CNP,157.72,13.55,144.17,93.78,1,7,Fraud Suspected - Investigation Ongoing,A cardholder in Arizona discovered a $300 transaction at a local gym linked to a stolen card reported after losing it during a night out.,Gross
case_0000749,txn_00024405,acct_0002562,2026-02-19,2026-02-21,CNP,437.7,221.2,216.5,74.07,3,7,Fraud Review Completed - No Action Needed,"Account takeover in Australia; $1,500 spent on gaming subscriptions after the victim's email was hacked.",Recovered
case_0000750,txn_00024487,acct_0001501,2026-02-20,2026-02-25,LST,57.27,1.66,55.61,41.93,2,7,Potential Fraud - Customer Contacted,"A $3,000 transaction in Rome linked to a counterfeit card; investigation revealed a widespread skimming operation across Europe.",Recovered
case_0000751,txn_00024516,acct_0004436,2026-01-19,2026-02-04,FPF,41.44,2.01,39.43,5.86,3,11,Fraud Case Resolved - Account Restored,"A suspicious $1,800 transaction in Vancouver led to the discovery of a skimming device at a popular tourist ATM.",Gross
case_0000752,txn_00024585,acct_0002835,2026-02-23,2026-02-27,CNP,113.75,3.49,110.26,61.89,2,4,Fraud Confirmed - No Chargeback Filed,"Uncovered a $1,000 charge for digital subscriptions in Australia, traced back to a bust-out operation using false identification.",Gross
case_0000753,txn_00024594,acct_0002417,2026-02-19,2026-02-25,LST,430.31,102.16,328.15,23.16,1,7,Fraud Suspected - Investigation Ongoing,An investigation into a $450 charge at a boutique in Spain revealed it was made using a card reported lost by a customer in Texas.,Gross
case_0000754,txn_00024599,acct_0004947,2026-03-16,2026-03-18,CNP,189.41,52.17,137.24,156.66,0,7,Confirmed Fraud - Chargeback Filed,"A stolen card was used for a $900 purchase at a tech store in Japan, reported lost by a traveler from San Francisco.",Gross
case_0000755,txn_00024632,acct_0002258,2026-03-02,2026-03-11,LST,1540.71,509.93,1030.78,1091.69,2,2,Fraud Suspected - Investigation Ongoing,"Fraudulent transaction in the Philippines; account takeover resulted in $1,100 worth of electronics purchased online.",Net
case_0000756,txn_00024704,acct_0003720,2026-03-26,2026-04-04,CTF,57.82,1.46,56.36,40.47,0,1,Fraudulent Transaction - Account Closed,"Victim in Chile reported account takeover; $1,200 in digital currency stolen through compromised credentials.",Gross
case_0000757,txn_00024712,acct_0003060,2026-01-21,2026-01-27,ATO,416.18,203,213.18,228.59,0,4,Confirmed Fraud - Refund Process Initiated,"Investigation initiated for $250 charge on travel site in New Zealand, originating from a card reported lost in the U.K.",Gross
case_0000758,txn_00024735,acct_0003459,2026-03-07,2026-03-27,ATO,273.98,69.87,204.11,55.52,1,5,Fraud Review Completed - No Action Needed,"Investigated $250 online transaction for health supplements from a retailer in India, linked to a card that was recently involved in a data breach.",Recovered
case_0000759,txn_00024789,acct_0004485,2026-01-21,2026-01-29,FPF,123.51,68.81,54.7,94.21,3,1,Potential Fraud - Customer Contacted,"Uncovered a $1,000 charge for digital subscriptions in Australia, traced back to a bust-out operation using false identification.",Gross
case_0000760,txn_00024840,acct_0002335,2026-02-18,2026-02-18,LST,13.3,7.82,5.48,4.93,2,3,Fraud Suspected - Investigation Ongoing,"Investigation launched after a $3,600 overseas purchase in Hong Kong flagged as counterfeit; card traced back to a data breach.",Recovered
case_0000761,txn_00024923,acct_0002089,2026-03-21,2026-04-03,CNP,560.05,295.72,264.33,81.27,2,4,Fraud Review Completed - No Action Needed,"A stolen card was used for a $700 online purchase in Italy, with the cardholder in Chicago reporting it lost during a recent trip.",Gross
case_0000762,txn_00024947,acct_0004077,2026-03-13,2026-03-18,ATO,46.09,9.26,36.83,20.29,1,2,Fraudulent Activity - Account Suspended,"Detected a $1,000 luxury watch purchase from a dealer in Switzerland, originating from a card flagged for suspicious overseas activity.",Recovered
case_0000763,txn_00024961,acct_0001443,2026-01-29,2026-02-10,FPF,202.57,7.83,194.74,19.03,1,2,Confirmed Fraud - Refund Process Initiated,A fraudulent charge of $800 at a casino in Las Vegas was flagged against a lost card reported by a customer visiting from Canada.,Gross
case_0000764,txn_00025001,acct_0001159,2026-01-19,2026-01-24,ATO,163.31,12.2,151.11,66.06,1,8,Fraud Case Resolved - Account Restored,"Detected a $1,000 luxury watch purchase from a dealer in Switzerland, originating from a card flagged for suspicious overseas activity.",Net
case_0000765,txn_00025054,acct_0001272,2026-02-19,2026-03-08,FPF,116.3,52.72,63.58,63.55,2,6,Fraud Confirmed - No Chargeback Filed,"Account takeover reported in California; unauthorized purchase of $2,500 made online using stolen credentials from a phishing attack.",Gross
case_0000766,txn_00025102,acct_0004242,2026-03-16,2026-03-30,BUS,2968.32,1101.88,1866.44,2560.95,2,4,Fraud Investigation - Awaiting Customer Response,"A $950 transaction flagged in New Orleans, linked to a local skimming operation that affected several cardholders in the area.",Recovered
case_0000767,txn_00025120,acct_0000569,2026-01-19,2026-02-01,CTF,244.05,132.12,111.93,111.85,2,8,Fraud Investigation - Awaiting Customer Response,"After losing their card in Italy, a customer found a $300 charge at a local cafe in New York flagged as fraudulent.",Recovered
case_0000768,txn_00025126,acct_0002724,2026-02-13,2026-03-02,LST,46.86,10.31,36.55,3.8,0,1,Potential Fraud - Customer Contacted,An unauthorized charge of $250 at a gas station in New Mexico was traced to a stolen card reported by a customer traveling in Europe.,Net
